question,subject
Describe CMS. What are the main purposes of Cryptography?,Web Technology
Write short notes on any two: i) SOAP ii) RSS feed iii) Cookies on PHP,Web Technology
Explain Turing test. Machine can be made intelligent artificially but ultimately human make the machines. So who is more intelligent – the artificial machine or the person? Discuss.,Artificial Intelligence
"In a crypto-arithmetic puzzle, the variable A, B, C, D, E and F can take values from 1 to 7. The variables must all be different and, when taken as digits, they must satisfy the following sum.   Solve the following problem as CSP.",Artificial Intelligence
Explain production systems with the help of 8-puzzle example.,Artificial Intelligence
What are the problems that may arise in hill climbing searching? How they can be handled? Explain.,Artificial Intelligence
"You are given two jugs, a 4 liters gallon one and a 3 liters gallon one. Neither have any measuring markers on it. There is a pump that can be used to fill the jugs with water. How can you get exactly 2 liters of water into the 4 liters gallon jug?  Solve this problem with state space representation.",Artificial Intelligence
Explain Min-Max search strategy with example,Artificial Intelligence
What is meaning of word heuristics in the context of search strategies? What conditions on A* search is required to guarantee completeness and optimality.,Artificial Intelligence
What are the different dimensions of search strategy? Compare the BFS and DFS with different dimension.,Artificial Intelligence
"Represent the following using first order Logic. i)  Prasant likes easy courses ii) Science courses are hard iii) All the courses in the computer departments are easy. iv) AI is a computer course. Also, use resolution to answer the question, “What course would Prasant like?” ",Artificial Intelligence
How can you say FOPL extend the expressiveness of PL,Artificial Intelligence
Explain the forward and backward representational mapping with diagram.,Artificial Intelligence
Explain Semantic Network with suitable example.,Artificial Intelligence
Explain the basic components of expert system. How can we make expert system knowledge base reusable?,Artificial Intelligence
What do you mean by learning by analogy? Explain derivational analogy.,Artificial Intelligence
Write short notes on any two: i) Bayesian Network ii) Frames iii) Machine vision,Artificial Intelligence
Define operating system as a resource manager. Distinguish between Batch systems and Time sharing systems.,Applied Operating System
What is Real Time Operating system? “Operating system is broker between computer System and User “Justify the statement.,Applied Operating System
What are the requirements for the solution of critical section problem? Explain the hardware solution for critical section problem.,Applied Operating System
What is a process? Describe the different state of a process with block diagram.,Applied Operating System
"Consider the following page reference string, 7, 0,1,2, 0,3, 0 , 4, 2, 3, 0, 3, 2, 1, 2, 0, 1, 7, 1, . How many page faults would occur for each of the following page replacement algorithms assuming 3 frames? i) FIFO ii) OPR (Optimal Page Replacement iii)LRU. ",Applied Operating System
Explain about Kernel I/O subsystem.,Applied Operating System
Explain about the disk management.,Applied Operating System
What is difference between Deadlock and Starvation? Consider the following data and answer the questions. i) Write a Banker’s algorithm to check whether system is in safe or unsafe state. ii) What is a safe state?,Applied Operating System
What is Paging? Discuss in detail the use of Translation look aside buffer (TLB) in the process of Paging?,Applied Operating System
"Given memory partitions of 10k, 4k, 20k, 18k, 7k, 9k, 12k and 15k in order. How would each of first- fit, best – fit and worst –fit algorithms place processed of 12k, 10k, and 9k, in order? Which algorithm makes the best use of memory?",Applied Operating System
When swapping is done? Explain the solutions for dynamic storage allocation problem with their merits and demerits.,Applied Operating System
"Suppose that a disk drive has the cylinder numbered from 0 to 199. The head is currently at cylinder number 53. The queue for services of cylinders is as 99, 183, 37, 122, 14, 124, 65and 67. What is the total head movement is each of following disk algorithm to satisfy the requests? FCFS, SSTF, SCAN. ",Applied Operating System
Compare sector slipping and sector sparing in bad block recovery during disk management.,Applied Operating System
"Write short notes on any two: i) Layered approach of system structure, ii) File protection, iii) Stable storage implementation",Applied Operating System
What do you understand by professional ethics? How is ethical behavior regulated among professionals? Briefly discuss the code of conduct prepared by Nepal Engineering Council.,Architect and Society
The Architect and Contractor do not sign any agreement between them yet the architect derive legal authority to deal with contractor. Discuss the issues involved.,Architect and Society
What do you understand by social and cultural change? Explain with an examples.,Architect and Society
Discuss the fundamental assumptions of structural functionalism. Explain Red Cliff Brown’s principle.,Architect and Society
"Establish relationship between Architecture, Sociology and Anthropology.",Architect and Society
Throw Light on Concentric planning system during Malla period. What were the causing factors?,Architect and Society
Write Short notes on any two: i) Acculturation ii) Conflict Model iii) Private Limited Company,Architect and Society
How can we formulate a problem? Formulate the water-jug problem.,Artificial Intelligence
What is the role of planning in problem solving? Point out the problem in linear planning using the example of the Sussman anomaly.,Artificial Intelligence
Define Artificial Intelligence. What capabilities must a machine possess to be called it as intelligent? Explain.,Artificial Intelligence
What are the drawbacks of propositional logic? Let us consider there are two restaurants A and B. A has a signboard saying “good food are not cheap” and B has a signboard saying “cheap food are not good”. Are both restaurants saying same thing?,Artificial Intelligence
Let us consider we have following facts about Kabita: Kabita likes only easy courses. All science courses are hard. Use the resolution to answer the question: - Which course does Kabita like?,Artificial Intelligence
With an example explain the mini-max procedure. Why is the mini-max procedure inefficient? How can it be made efficient? Explain.,Artificial Intelligence
Why do we need to reason on uncertainty? What is a Bayesian network? Explain with an example.,Artificial Intelligence
Define concept learning. Discuss about the Winston learning with example.,Artificial Intelligence
Describe about learning by analogy with example.,Artificial Intelligence
Define Artificial Neural Network. Describe the structure and learning algorithm of Adaline.,Artificial Intelligence
Describe the basic architecture of expert system.,Artificial Intelligence
Describe the basic steps in natural language processing. Draw a parse tree for a sentence:,Artificial Intelligence
Write short notes on any two: i) Semantic Net ii) Genetic Algorithm iii) Knowledge Acquisition,Artificial Intelligence
"Define the asymptotic notations Big O, Big Ω and Big Θ? Show that the following inequality is correct: 5n2-6n = Θ(n2)",Analysis and Design of Algorithms
What do you mean by Randomized algorithms? Explain Monte Carlo algorithm with one example and find its time complexity.,Analysis and Design of Algorithms
Explain Binary Search Tree (BST) with one tree as example? Write an algorithm to insert an element to the binary search tree and find the time complexity of your algorithm.,Analysis and Design of Algorithms
Explain Divide and Conquer Strategy of problem solving. How do we use this strategy in the problem solving for quick sort?,Analysis and Design of Algorithms
"How does Strassen’s Matrix Multiplication differ from traditional approach? Strassen’s Matrix Multiplication is based on divide and conquer strategy, explain.",Analysis and Design of Algorithms
"What do you understand by greedy method of problem solving? Explain Optimal Storage on Tapes Problem? Find the optimal storage of ordering of files on magnetic tape if n=3 and (l1, l2, l3) = (5, 10, 3)",Analysis and Design of Algorithms
Explain Dynamic Programming approach of problem solving. Compare it with the greedy method and divide and conquer strategy.,Analysis and Design of Algorithms
"Let X=a a b a and Y=b a b. Find the minimum cost that requires to change X into Y, each insertion and deletion takes 1 unit and change costs 2 units.",Analysis and Design of Algorithms
What are different types of tree traversal techniques? Write algorithms for each of them.,Analysis and Design of Algorithms
Write algorithm for both Breadth First Search and Depth First Search. What is the time complexity of your algorithms?,Analysis and Design of Algorithms
Explain the concept of backtracking algorithm. Write an algorithm to solve 8-queens problem. Calculate the time complexity of your algorithm?,Analysis and Design of Algorithms
Write short notes on any two: i) Heaps Tree ii) Vertex Splitting Problem iii) 0-1 Knapsack Problem iv) Biconnected Components,Analysis and Design of Algorithms
“Is system development is taken as an industrial process”. Explain it.,Object Oriented Softwere Engineering
Explain how changes are carried out in a system as all system changes during their life cycle.,Object Oriented Softwere Engineering
What is object oriented programming? Explain the types of inheritance.,Object Oriented Softwere Engineering
Explain the constituents of a rational enterprise philosophy.,Object Oriented Softwere Engineering
How different objects of analysis model make easy in programming?,Object Oriented Softwere Engineering
Explain how the Requirement model is structured in analysis model.,Object Oriented Softwere Engineering
What are the two models of construction phase? What works are performed on that models?,Object Oriented Softwere Engineering
Classify the real time system and define why it is difficult for testing & verification of real time system.,Object Oriented Softwere Engineering
"What is component? ""Components are used as a reinforcement mechanism."" Explain it.",Object Oriented Softwere Engineering
What are different testing levels explain with example? Write the system testing process.,Object Oriented Softwere Engineering
Write short notes on any two: i) Testing strategies ii) Make/Buy decision iii) Block Design,Object Oriented Softwere Engineering
What types of steel section can be used for columns? Give the examples steel columns with sketches of  the basic.,Building Construction III
When is steel pitched roof used? Explain the construction method of steel pitched roof with sketches.,Building Construction III
What is meant by cladding? When is it carried out? Explain any three types of external claddings with sketches.,Building Construction III
What are the main objectives of painting?  Explain the surface preparation and application of paint on plastered wall?,Building Construction III
What are the materials used as thermal insulating materials? How are those materials used in partition walls? Explain with sketches.,Building Construction III
What is meant by sound and noise? How can building be protected from the external noise? Explain it.,Building Construction III
What is meant by fire triangle? Explain the fire escape route for department store of upper floor with sketches.,Building Construction III
When is expansion joint provided in building? And how is it provided in building? Draw the neat sketch of expansion joint in lintel level?,Building Construction III
What is ferrous metal? And explain any three types of preservatives used in metal?,Building Construction III
Why is decorative elements  required in building? Explain any three types of decorative element mostly in used in Kathmandu nowadays.,Building Construction III
Write short notes on any two: i) Steel grillage foundation ii) Exposed aggregate finish iii) Fire fighting system in building iv) Efflorescence in concrete.,Building Construction III
"Find total, external and internal indeterminacy of the following structure.",Strength of Materials
A spherical vessel of 1.5m internal diameter and 10 mm thick is filled with a fluid under pressure until its volume is increased by 250cm3. Calculate the pressure exerted by the fluid on the vessel. Take E = 210KN/mm2.,Strength of Materials
Derive Euler's formula for critical load for a column with both end fixed.. Also mention the assumption made while deriving Euler's formula.,Strength of Materials
Determine the principal Moment of inertia and locate principal axes,Strength of Materials
"A reinforcement beam, 300 × 500mm effective depth carries a uniformly distributed load of 20 KN/m including its weight, over an effective span of 5m. Design the shear reinforcement for the beam if the area of tensile steel is 1200 mm2.Use M20 grade concrete and Fe-415 steel.",Structure III
"Design a RCC slab of effective size 5m ×6m, simply supported on all four edges with held down. The live load on the slab is 4 KN/m2 including floor finishing. Use M20 mix and Fe415 grade of steel. Give detail sketches.",Structure III
"Design a R.C.C Column to carry an axial load of 1600kN.It is 4m long, effectively held in position and restrained against rotation at both ends. Use M25 grade concrete and Fe-415 steel.",Structure III
"Design an isolated footing for a square column, 450 mm×450 mm, reinforced with 8-25 bars, and carrying a load of 2300 kN. Assume soil with a safe bearing capacity of 300 kN/m2 at a depth of 1.5m below ground. Assume M 20 grade concrete and Fe 415.",Structure III
A single riveted double cover butt joint is used to connect two plates 16mm thick. The rivets used are power driven rivet having diameter of 20mm at a pitch of 60mm. find out the safe load per pitch length and efficiency of the joint.,Structure III
Design the tension member using two angle sections to carry 180 kN when both angles are connected on both sides of the gusset plate.,Structure III
Design the column section to carry an axial load of 450 kN. The column is 4.2 m long and is effectively held in position both ends but restrained against rotation at one end only.,Structure III
Write short notes on any two: i) Concept of reinforced concrete structure ii) Design method of RCC structure iii) Failure of riveted connections iv) Use of mild steel as structural steel,Structure III
Discuss different types of support and support reactions with suitable sketches.,Structure I
"Determine the Young’s modulus and Poisson’s ratio of a metallic bar of length 30cm, breadth 4 cm and depth 4 cm when the bar is subjected to an axial compressive load of 400kN. The decrease in length is given as 0.075 cm and increase in breadth is 0.0 35 cm and increase in depth is 0.055 cm.",Structure I
"A bar of 800mm length is attached rigidly at A and B as shown in fig. Forces of 40kN and 70kN act as shown in bar. If E=200MPa, determine the reactions at the two ends. If the bar diameter is 25 mm, find the stresses and change in length of each portion.",Structure I
Calculate moment of inertial about centroidal axis of the plane area given below. Also calculate radii of gyration.,Structure I
A truss is loaded as shown in the figure below. Determine the forces in all the members of the truss.,Structure I
Draw shear force diagram and bending moment diagram of the given loaded beam.,Structure I
"Draw axial force, shear force and bending moment of the given loaded frame.",Structure I
"Derive relation between load, shear force and bending moment.",Structure I
"A simply supported beam is 5m in length and 100mm wide & 200mm deep. Calculate the maximum point load it can carry at the mid of the span, if permissible stress in tension is 8N/mm2 and permissible stress in compression is 10N/mm2.",Structure I
A solid round bar of 60m diameter and 2.5m long is used as a strut. Find the safe compressive load for the strut using Euler’s formula if a) both ends are hinged b) both ends is fixed. Take E = 2*105N/mm2.,Structure I
Write short notes on any two: i) Slenderness ratio ii) Generalized Hooke's law iii) Radius of gyration,Structure I
What is the effect in the configuration of RCC frame structure during earthquake?,Structure IV
What are the design criteria to be satisfied in designing a structure for wind load?,Structure IV
Explain about criteria and the design philosophy of building.,Structure IV
What are the factors affecting the damage to a building?,Structure IV
What is lateral load resisting system? How base shear is determined and distributed along the height of building.,Structure IV
Define seismic load? What are the factors affecting the seismic load?,Structure IV
Consider a four storey reinforce concrete office building shown in figure located in Kathmandu (seismic zone V). The soil conditions are medium stiff and the entire building is supported on a raft foundation. The lumped weight due to dead loads is 12KN/sq.m and the floors and 10KN/sq.m on the roof. The floors are to cater for a live load of 4 KN/sq.m. Determine the base shear and distribute the base shear along the height of building using equivalent static method.,Structure IV
What is Moment resisting Frame? Explain why it is advantageous to use building with dual systems?,Structure IV
Explain how architectural features affect the seismic performance of building?,Structure IV
What is Shear wall? Why are buildings with shear walls preferred in seismic region?,Structure IV
Define drift? What are the controlling approaches of building drift?,Structure IV
Explain high rise building and its market in Nepal.,Structure IV
Write short notes on any two : i) Difference between Intensity and magnitude of earthquake ii) Rigid floor Diaphragms iii) Bearing wall system,Structure IV
Define channel in communication system. Explain the role of modulation in communication.,Analog Communication
"Explain the relation between channel capacity, bandwidth and noise. Calculate the maximum data rate that could be sent over telephone lines, whose S/N ratio is 25 dB and passes over the frequency range from 300 -3400 Hz.",Analog Communication
How can you generate an SSB modulated wave using frequency-discrimination method? Why is SSB wave superior than standard AM in terms of bandwidth requirement?,Analog Communication
An AM signal contains 1100W at its carrier frequency and 900W in each of its sideband. Determine the percent of modulation of the AM signal. Find the allocation of power if percent of modulation is changed to 75%.,Analog Communication
Derive the expression of single-tone AM wave in both the time domain and frequency domain.,Analog Communication
Explain super-heterodyne receiver for standard AM radio with block diagram and working principle.,Analog Communication
Use carrier-recovery circuit to detect the DSB-SC modulated wave.,Analog Communication
"The maximum deviation allowed in an FM broadcast is 80 kHz. If the modulating signal is a single-tone sinusoid of 15 kHz, find the bandwidth of the FM signal. What will be the change in the bandwidth, if modulating frequency is doubled? Determine the bandwidth when modulating signals amplitude is also doubled.",Analog Communication
How can PLL be used as FM demodulator? Explain with necessary diagrams.,Analog Communication
Explain the effect of amplitude and frequency of a single-tone modulating signal on FM spectrum.,Analog Communication
"Define FDM. Explain the analog telephone hierarchy of group, supergroup, basic mastergroup, and super mastergroup. Draw a neat and clean diagram for generating the multiplexed group of 12 voice-frequency channels.",Analog Communication
Define radio communication system. State its modulation technique. Briefly explain the broadcast technique of radio communication.,Analog Communication
Write short notes on: (Any two) i) Envelope detector ii) Methods of RF-wave propagation iii) Stereo FM transmission,Analog Communication
"How can you say that performance analysis of an algorithm is the vital part of an algorithm development stage? Justify, your answer in the Light of time complexity and Space complexity.",Analysis and Design of Algorithm
What do you mean by randomized algorithms? Explain different types of randomized algorithm with suitable examples.,Analysis and Design of Algorithm
Briefly explain a Queue data structure. Write algorithm to add and remove an element from the circular queue and compute the complexity of your algorithm.,Analysis and Design of Algorithm
"Explain the basic principle of Divide and Conquer strategy for algorithm design. Give an example of Divide and Conquer Algorithm, and compute its complexity.",Analysis and Design of Algorithm
Explain Greedy approach of problem solving with reference to Knapsack problem.,Analysis and Design of Algorithm
Explain complete binary tree with examples. Prove that the height of the Binary tree with n number of nodes is log2 (n+1).  Explain optimal merge pattern problem. Formulate it to solve using Greedy method. Does it use ordering paradigm? Explain.,Analysis and Design of Algorithm
Briefly explain the Dynamic Programming method for problem solving. What is the basic difference between Dynamic Programming and Greedy method?,Analysis and Design of Algorithm
Explain the Single Source Shortest Path problem having negative weight graph. Write the algorithm to compute shortest path with negative edge cost. Compute its complexity.,Analysis and Design of Algorithm
Design an algorithm implementing the concept of Depth First Search to find the shortest (Directed) cycle.,Analysis and Design of Algorithm
Determine minimum cost and minimum cost path from vertex 1 to vertex 11 of the following 5 stage graph problem using backward approach of dynamic programming.,Analysis and Design of Algorithm
"Write short notes on: (Any two) Graph coloring problem, Spanning Trees, Dictionaries",Analysis and Design of Algorithm
"Define Artificial Intelligence with respect to thinking humanly, acting humanly, thinking rationally and acting rationally.",Artificial Intelligence
What is state space search? Give any example of a game which happens to be a problem of state space search and justify your answer properly.,Artificial Intelligence
"In a crypto-arithmetic puzzle, the variables in the problem can take values from 0 to 9. The variables must all be different and when taken as digits, they must satisfy the following sum. Solve the following problem as CSP.",Artificial Intelligence
Differentiate between the breadth-first and depth-first search.,Artificial Intelligence
"Discuss about A* search algorithm. Mention its completeness, optimality, time complexity and space complexity.",Artificial Intelligence
What do you mean by Adversarial search? How it is implemented on tic-tac-toe game playing? Explain.,Artificial Intelligence
What is a horn clause? State and explain the steps used to convert a sentence into clausal form.,Artificial Intelligence
"Define with examples the terms: Tautology, Well formed Formulas and Refutation in relation to logic representation.",Artificial Intelligence
"Assume the following facts: Kabita like easy courses. Science courses are hard. All the course in the computer engineering department are easy. COM 101 is an computer engineering course. Use resolution to answer the question ""What Course would Kabita  like""?",Artificial Intelligence
Briefly discuss about approaches and the different issues in knowledge representation.,Artificial Intelligence
What do you mean by machine learning? Explain learning by analog.,Artificial Intelligence
How can we apply artificial intelligence in natural language processing and machine vision?,Artificial Intelligence
"Write short notes on: (Any Two) Neural network, Expert System and its implementation",Artificial Intelligence
"Define and describe the difference between knowledge, belief, hypothesis and data.",Artificial Intelligence
What is the goal of a constraint solver? How are constraints propagated in a constraint satisfaction search?,Artificial Intelligence
Model the tic-tac-toe problem as a production system.  What is A* search? Explain with its algorithms.,Artificial Intelligence
"In the figure below, use minimax search with alpha-beta pruning to decide the next move (node) by the MAX player from node A. The numbers indicate utility values.",Artificial Intelligence
"Compare Breadth First Search and Depth First Search in terms of time and space complexity, completeness and optimality.",Artificial Intelligence
"Convert (((A AND B)  (C AND D))  E) into Conjunctive Normal Form. Here, AND denote the usual propositional logic operators.",Artificial Intelligence
Define proposition and a predicate. How does first order logic extend propositional logic to overcome its limitations?,Artificial Intelligence
"What is a semantic net? For the statement, “The dog bit the mail carrier.” Now, represent this statement (Knowledge) using partitioned semantic nets.",Artificial Intelligence
What is learning? Explain rote learning and induction learning. Why the process of knowledge acquisition so tedious.,Artificial Intelligence
Why Natural Language understanding is difficult? And also explain its application.,Artificial Intelligence
Write short notes on: (Any two) Statistical reasoning Expert System Mathematics and Artificial Intelligence.,Artificial Intelligence
"Define Big O,  Big Ω and Big Θ. What is space complexity of an algorithm?",Analysis and Design of Algorithm
What do you mean by randomized algorithms? Explain different types of randomized algorithm with suitable examples.,Analysis and Design of Algorithm
Define Stack. Write algorithms to insert and delete elements to and from the stack. Also give time complexity of each algorithm.  Define priority queue? Write an algorithm to delete an element from max heap. What is the complexity of your algorithm?,Analysis and Design of Algorithm
What kind of problems can be solved using divide and conquer method? Write an algorithm using this technique to find minimum and maximum elements in a given array.,Analysis and Design of Algorithm
Explain Greedy approach of problem solving with reference to Knapsack problem.,Analysis and Design of Algorithm
Define minimum cost spanning tree. Explain tree vertex splitting problem contrasting trivial and greedy approach.,Analysis and Design of Algorithm
Explain the dynamic approach of problem solving. Compare and contrast it with divide and conquer and greedy approach.,Analysis and Design of Algorithm
What are different traversal mechanism for a tree? Write algorithm for each mechanism.,Analysis and Design of Algorithm
Differentiate depth first search and breadth first search. Generate spanning tree for graph below using both approach.,Analysis and Design of Algorithm
State Graph coloring problem. Generate the state space tree for coloring a graph with 3 colors if it has 3 regions.,Analysis and Design of Algorithm
Write short notes on: (Any two) Backtracking Multistage Graph Strassen's Matrix Multiplication,Analysis and Design of Algorithm
Define Artificial Intelligence. Describe the application areas of AI.,Artificial Intelligence and Neural Network
What do you mean by well-defined problem? Explain the steps of problem solving with the help of water-jug problem.,Artificial Intelligence and Neural Network
How does sematic network represent knowledge? Explain with an example.,Artificial Intelligence and Neural Network
Convert the following sentences into FOL sentences: Marcus was a man. Clinton is not tall. John likes Mary. Some students are smart. Everyone is loyal to someone. Marcus tried to assassinate Caesar. All purple mushrooms are poisonous.,Artificial Intelligence and Neural Network
How FOL is superior to propositional logic? Explain with suitable examples.,Artificial Intelligence and Neural Network
Define concept learning. Discuss about the Winston learning with example.,Artificial Intelligence and Neural Network
Explain the learning by analogy with example of transformational and derivational analog.,Artificial Intelligence and Neural Network
What do you mean by Adaline? Explain Hopfield Network in detail.,Artificial Intelligence and Neural Network
Expert system is an outcome of knowledge engineering. What is the role of knowledge Engineer in expert system design?,Artificial Intelligence and Neural Network
Briefly write about Perceptron and Multi-layer perceptron. Why multi-layer feed forward networks are preferred over perceptron?,Artificial Intelligence and Neural Network
What is knowledge acquisition? Discuss about the difficulties in knowledge acquisition.,Artificial Intelligence and Neural Network
What is Natural Language Processing? Write about different levels of Analysis in NLP.,Artificial Intelligence and Neural Network
Write short notes on: (Any two) Means-end Analysis Frames Human versus machine performance,Artificial Intelligence and Neural Network
Define Operating System. Explain different services provided by operating system.,Applied Operating system
Draw and describe process state diagram. What types of operations are performed in a process?,Applied Operating system
"Do you feel deadlock is great enemy of computer system? If yes, why? Also write protection mechanism for deadlock.",Applied Operating system
"When multiple processes need to cooperate, there is a choice between shared memory and inter-process communication (IPC). Compare and contrast these two techniques. What is the role of the operating system in each?",Applied Operating system
Explain how the producer-consumer problem is relevant to an operating system. Describe briefly the semaphore based solution to this problem.,Applied Operating system
"Consider following set of processes along with their burst time, arrival time and priorities. Calculate average waiting time and average turnaround time using following scheduling. FCFS, SJF, Priority (Preemptive), HRRN Process",Applied Operating system
Differentiate virtual page and a page frame. What is the difference between LRU and NRU page replacement algorithms?,Applied Operating system
Give a scenario where choosing a large file-system block size might be a benefit. Give an example where it might be a hindrance.,Applied Operating system
Describe OSI layered architecture. How it is important in network architecture of operating system?,Applied Operating system
Describe the process management scheme in either Linux or Microsoft-Windows OS.,Applied Operating system
Write short notes on: (Any two) i) Peterson's Algorithm ii) Context Switching,Applied Operating system
Find the equivalent resistance across the terminals A-B for the circuit shown in figure below.,Basic Electrical Engineering
State and explain maximum power transfer theorem with necessary derivation,Basic Electrical Engineering
Determine the voltage across 3KOhm resistor using mesh analysis for the circuit shown below.,Basic Electrical Engineering
Find the voltage across 6KOhm resistor using Norton's theorem.,Basic Electrical Engineering
"Find the average value, rms value and form factor of the given triangular waveform?",Basic Electrical Engineering
Explain with a neat diagram the two wattmeter method for the measurement of three phase power and determine watt meter reading when it is connected to resistive load.,Basic Electrical Engineering
A 220V dc shunt motor runs at 500rpm when armature current is 50A. Calculate the speed if the torque is doubled. Given that armature resistance is 0.2 ohm and flux remain constant.,Basic Electrical Engineering
Explain the working principal of induction motor with neat diagram.,Basic Electrical Engineering
Write short notes on: (Any two) i) Ideal voltage & current source ii) Quality factor of RLC series CKT iii) Power factor and if significance,Basic Electrical Engineering
With the help of the neat and clean curve explain I-V characteristics of the p n junction diode and also discuss the forward and reverse bias of the b-n diode.,Basic Electronics Engineering
"What is Fermi level? Draw energy band diagram of insular, Conductor and semiconductor.",Basic Electronics Engineering
Explain transistor as an amplifier. Why CE configuration is preferred over other configurations?  For the common base circuit shown determine IC and VCB. Assume transistor to be of Silicon.,Basic Electronics Engineering
Why full wave rectifier is more preferred over half wave rectifier? Support your answer with necessary mathematical derivations.,Basic Electronics Engineering
Why is an oscillator used? What is the required condition for an oscillation? Explain sinusoidal oscillator in brief.,Basic Electronics Engineering
What do you mean by an ideal Op-amp? Deduce the expression for the output voltage in inverting amplifier.,Basic Electronics Engineering
"Calculate the currents I, Iz and IL from the circuit shown below. Compare Iz calculated and Iz(max). How will these values be affected if source voltage is increased to 70V? Neglect Zener resistance.",Basic Electronics Engineering
Why NAND and  gate are called universal gates and show its implementation for basic gates.,Basic Electronics Engineering
"Define amplitude Modulation and draw the wave shapes of the message signal, carrier and modulated wave.",Basic Electronics Engineering
Why is a CRT considered as a heart of Oscilloscope? Draw and explain the general block diagram of CRO.,Basic Electronics Engineering
Define data structure. Explain the different operations to be performed on data structure.,Data Structure and Algorithm
Write an algorithm to insert an item in circular queue in array implementation. Write assumptions you need?,Data Structure and Algorithm
Define list. Describe merits of linked list over contiguous list. Write an algorithm to insert an item in a static list.,Data Structure and Algorithm
Differentiate between singly linked list and doubly linked list. Write an algorithm for push and pop operations on stack using linked list.,Data Structure and Algorithm
Construct a binary tree from the following inorder and preorder sequence. Preorder: F A E K C D H G B Inorder:   E A C K F H D B G,Data Structure and Algorithm
Write an Algorithm to build an Huffman Tree. Construct a Huffman tree for the following data item  and Frequency,Data Structure and Algorithm
Data item Frequency  Sort the following data by heap sort method.,Data Structure and Algorithm
Define Selection sort.,Data Structure and Algorithm
Define greedy algorithm. Find minimum spanning tree for the given graph using Kruskal's algorithm.,Data Structure and Algorithm
Define graph traversal. Differentiate between DFS and BFS with an example.,Data Structure and Algorithm
Write short notes on: (Any two) Big O notation Recursion Vs Iteration Hash Functions and hash tables,Data Structure and Algorithm
Prove that per unit impedance of single phase transformer is same referring to both side.,Power System Analysis( Electrical)
Derive the expression for internal inductance of a current carrying conductor.,Power System Analysis( Electrical)
The two generators rated 250 MW and 400 MW are operating in parallel .The droop characteristics of the governors  are  4% and 6%  respectively. How would a load of 650 MW be shared between them? What would be system frequency?  Assuming nominal system frequency is 60Hz and no governing actions,Power System Analysis( Electrical)
"A synchronous  generator , capable of  developing 500MW power per phase ,operates at power angle of 80 . By how much can the input shaft power be increased suddenly without loss of stability . Assume that Pmax will remain constant A synchronous  machine  connected to an infinite bus through a transmission line . The maximum power transfer of this system is 5 p.u. and immediately prior to the instant of fault the power transfer is 2.5 p.u.Peak power angle curve during fault and post fault condition are 2p.u and 4 p.u.  respectively . Find out  critical clearing angle",Power System Analysis( Electrical)
Obtain the expression of real power transfer and voltage drop expression in terms of ABCD parameters and evaluate it for short line.,Power System Analysis( Electrical)
Explain generator capability curve.,Power System Analysis( Electrical)
Define Voltage Stability  and Explain  how  voltage stability   is  estimated  from P-V  curve.,Power System Analysis( Electrical)
Write short notes on: (Any two) Skin and Ferranti effect Critical clearing  angle And time Newton Rapshon Method for Load Flow Simulation has become necessity now days. Do you agree? If yes justify your answer.,Power System Analysis( Electrical)
Monte- Carlo method is numerical computation method. Explain how and use it to determine the value of pi.,Simulation and Modeling
Explain the step of simulation study.  What is continuous system the CSMP-III programming statements with their syntax.,Simulation and Modeling
Explain Predator- Prey model with example.,Simulation and Modeling
What is SIMSCRIPT? Explain the permanent and temporary SIMSCRIPT entities with suitable example.,Simulation and Modeling
What is bootstrapping? Describe briefly the simulation of Telephone system with delayed call system with suitable diagram.,Simulation and Modeling
Explain the role of measuring utilization and occupancy in discrete system simulation.,Simulation and Modeling
"Explain various nature of the system? While performing output analysis initial condition may be bias then actual output, it must be removed. Explain how?",Simulation and Modeling
For dependent data it is difficult to analysis the output. Which method can we use for dependent data?,Simulation and Modeling
Explain the different types of BLOCK TYPES and their function.,Simulation and Modeling
Explain the Types of Simulation Language,Simulation and Modeling
What is thermodynamic property? Also describe its various types along with relevant examples.,Tharmal Science
Derive the equation for turbine and nozzle with the help of steady energy equation by stating their assumptions.,Tharmal Science
"Find the dryness fraction, specific volume and internal energy of steam at10bar and enthalpy 2550 kJ/kg.",Tharmal Science
Show that violation of Clausius statement leads to the violation of Kelvin-Plank statement of 2nd law of thermodynamics.  Show that an isolated system obeys the principle of increase of entropy.,Tharmal Science
Describe the working principle of Rankine Cycle with corresponding T-s diagram.,Tharmal Science
Write short notes on: (Any two) Refrigeration Zeroth law of Thermodynamics Natural and Forced convection,Tharmal Science
What is stored program concept? Explain with reference to IAS computer.,Computer Archictecture 7th sem com
What are the different addressing modes used while referencing memory? Explain with example.,Computer Archictecture 7th sem com
Explain Booth algorithm and use it to multiply (11) * (13).,Computer Archictecture 7th sem com
What is micro operation? Write down the sequence of micro operations for fetch and execute cycle.,Computer Archictecture 7th sem com
Explain two addresses and variable format sequencing techniques for micro instruction.,Computer Archictecture 7th sem com
What is DMA? Explain different modes used in DMA.,Computer Archictecture 7th sem com
Compare why interrupt driven I/O is better than programmed I/O.,Computer Archictecture 7th sem com
What is cache memory? Explain set associative mapping technique in cache memory.,Computer Archictecture 7th sem com
Differentiate between RISC and CISC system.,Computer Archictecture 7th sem com
What is instruction pipelining? Explain the pipelining hazard.,Computer Archictecture 7th sem com
Explain with example how pipelining can speed up computer system? Explain about arithmetic pipe lining.,Computer Archictecture 7th sem com
